"標的名稱","代碼","幣別","類型","成立日期","風險收益等級","配息頻率","淨值日期","淨值","三個月(%)","六個月(%)","一年(%)","三年(%)","成立以來(%)","年化標準差","年化Sharpe","年化Beta","規模日期","基金規模","嘉實基金評等","備註"
"瀚亞理財通基金A不配息(台幣)(原名稱：瀚亞理財通基金)","TFD3","台幣","股票債券平衡型一般股票型","2000/11/16","RR4","無","2026/05/11","62.97","13.54","25.01","46.65","75.4","529.7","11.76","0.94","0.67","2026/03/31","58.1941億","1",""
"瀚亞歐洲基金","TFD4","台幣","跨國投資股票型區域型","2000/06/13","RR4","無","2026/05/08","18.49","-2.12","7.63","12.47","38.09","84.9","11.3","0.29","1.09","2026/03/31","23.0364億","1",""
"瀚亞菁華基金","TFD7","台幣","國內股票開放型一般股票型","1996/10/01","RR4","無","2026/05/11","165.19","57.87","106.9","245.73","364.67","1551.9","22.57","1.68","0.94","2026/03/31","35.8311億","4",""
"瀚亞美國高科技基金A類型-新臺幣","TFD8","台幣","跨國投資股票型單一國家","2002/06/17","RR4","無","2026/05/08","147.66","38.61","41.89","115.37","234.6","1376.6","27.57","0.85","1.16","2026/03/31","105.3584億","5",""
"瀚亞印度基金A類型-新臺幣","TFDA","台幣","跨國投資股票型單一國家","2005/06/06","RR5","無","2026/05/08","54.05","-5.9","-7.89","0.28","34.96","440.5","11.49","-0.01","0.58","2026/03/31","113.7095億","1",""
"瀚亞股債入息組合基金A-新台幣(本基金並無保證收益及配息)","TFDE","台幣","全球組合型平衡型","2005/01/31","RR3","無","2026/05/08","25.1074","9.81","16.47","33.83","56.09","151.08","8.05","1.02","0.75","2026/03/31","25.7522億","4",""
"新台幣貨幣帳戶","TFDF","台幣","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"摩根新興35基金-累積型(原名稱：摩根新興35基金)","TFDI","台幣","跨國投資股票型區域型","2006/07/25","RR5","無","2026/05/08","24.4","13.44","28.08","62.34","79.94","144","10.94","1.29","0.99","2026/03/31","53.5805億","3.5",""
"瀚亞亞太不動產證券化基金A類型","TFDJ","台幣","不動產證券化型","2006/12/26","RR5","無","2026/05/08","11.44","-2.89","0","11.07","12.05","14.4","10.35","0.27","0.89","2026/03/31","4.4512億","2",""
"瀚亞精選傘型基金之債券精選組合基金A-新台幣","TFDN","台幣","全球組合型債券型","2006/10/04","RR2","無","2026/05/08","14.0875","-1.04","0.74","5.71","10.28","40.88","3.25","0.39","1.09","2026/03/31","12.2828億","2",""
"貝萊德永續能源基金 A2 美元","TFDO","美元","新能源","2001/04/06","RR4","無","2026/05/08","25.33","11.34","25.89","65.02","51.4","153.3","13.76","1.07","0.54","2026/03/31","4454.00百萬(美元)","4",""
"M＆G全球未來趨勢基金A(歐元)","TFDQ","歐元","股票型","2000/11/17","RR4","無","2026/05/08","66.3588","6.32","9.2","22.35","36.41","544.46","8.48","0.66","0.52","2026/03/31","3078.00百萬(美元)","3.5",""
"摩根東協基金(美元)(累計)","TFDS","美元","股票型","1983/07/07","RR5","無","2026/05/08","184.46","-0.18","4.52","12.56","23.33","N/A","6.38","0.49","0.36","2026/03/31","1117.00百萬(美元)","3.5",""
"貝萊德世界礦業基金 A2 美元","TFDV","美元","天然資源","1997/03/24","RR4","無","2026/05/08","114.44","4.9","40.45","86.75","74.98","1046.69","18","1.03","0.28","2026/03/31","7226.00百萬(美元)","4.5",""
"瀚亞投資-亞洲債券基金 A(美元)(本基金有相當比重投資於非投資等級之高風險債券)","TFDW","美元","債券型","2005/03/01","RR3","無","2026/05/08","20.084","0.07","0.96","6.82","18.03","100.84","2.31","0.68","0.87","2026/03/31","2450.00百萬(美元)","4",""
"瀚亞亞太基礎建設基金","TFDX","台幣","跨國投資股票型區域型","2007/05/23","RR4","無","2026/05/08","14.32","-1.45","3.32","20.34","29.71","43.2","7.14","0.71","0.14","2026/03/31","3.9866億","2",""
"瀚亞亞太高股息基金A-新台幣(本基金並無保證收益及配息)","TFDY","台幣","跨國投資股票型區域型","2006/04/10","RR5","無","2026/05/08","26.25","14.98","28.49","63.86","91.75","162.5","9.62","1.49","0.93","2026/03/31","10.1443億","3",""
"富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A (acc)股","TFEG","美元","股票型","2001/05/14","RR5","無","2026/05/08","59.81","15.71","29.94","56.94","77.95","N/A","16.66","0.8","1.97","2026/03/31","1897.00百萬(美元)","3",""
"瀚亞投資-印尼股票基金 A(美元)","TFEO","美元","股票型","2007/07/02","RR5","無","2026/05/08","10.444","-12.23","-14.65","-6.63","-31.89","4.44","14.07","-0.15","0.46","2026/03/31","83.00百萬(美元)","1.5",""
"M＆G全球未來趨勢基金A(美元)","TFEP","美元","股票型","2007/03/09","RR4","無","2026/05/08","27.6835","6.09","11.15","27.51","45.59","176.84","8.59","0.8","0.77","2026/03/31","3078.00百萬(美元)","3.5",""
"瀚亞投資-印度股票基金 A(美元)","TFEQ","美元","股票型","2005/10/17","RR5","無","2026/05/08","19.577","-9.87","-11.57","-9.06","20.46","N/A","10.8","-0.27","0.84","2026/03/31","282.00百萬(美元)","3",""
"貝萊德歐洲特別時機基金 A2 美元","TFES","美元","股票型","2002/10/14","RR4","無","2026/05/08","73.49","-0.28","6.83","3.2","13.92","634.9","15.09","0.06","1.43","2026/03/31","686.00百萬(歐元)","1",""
"貝萊德中國基金 A2 美元","TFET","美元","股票型","2008/06/24","RR5","無","2026/05/08","21.72","3.97","2.31","20.13","33.83","117.2","14.83","0.36","1.04","2026/03/31","1039.00百萬(美元)","3.5",""
"富蘭克林坦伯頓全球投資系列-大中華基金美元A (acc)股","TFEW","美元","股票型","1994/09/01","RR5","無","2026/05/08","26","-2.73","-0.8","17.43","17.54","160","12.33","0.37","0.79","2026/03/31","294.00百萬(美元)","1.5",""
"富蘭克林坦伯頓全球投資系列-拉丁美洲基金美元A (acc)股(暫停新申購)","TFEX","美元","股票型","2001/05/14","RR5","無","2026/05/08","96.28","3.29","26.78","47.44","61.3","582.84","16.6","0.69","0.93","2026/03/31","740.00百萬(美元)","4","★2018/09/21暫停新申購"
"富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A (acc)股","TFEY","美元","中小型股","2008/10/14","RR4","無","2026/05/08","74.08","4.56","8.89","18.15","39.22","640.8","10.78","0.43","0.95","2026/03/31","672.00百萬(美元)","2.5",""
"富蘭克林華美中華基金","TFEZ","台幣","跨國投資股票型區域型","2009/03/24","RR5","無","2026/05/08","17.24","3.23","11.8","35","35.64","72.4","16.62","0.53","1.05","2026/03/31","4.3658億","1.5",""
"富蘭克林坦伯頓全球投資系列-新興國家基金美元A (acc)股","TFFA","美元","股票型","2001/05/14","RR5","無","2026/05/08","85.45","15.01","31.3","70.22","109.64","637.91","15.4","1.02","1.56","2026/03/31","1693.00百萬(美元)","5",""
"貝萊德亞洲老虎債券基金 A2 美元(基金有相當比重投資於非投資等級之高風險債券)","TFFV","美元","債券型","1996/02/02","RR3","無","2026/05/08","45.06","-0.13","1.19","8.03","20.48","N/A","2.7","0.7","1.01","2026/03/31","2137.00百萬(美元)","4.5",""
"富蘭克林華美全球債券組合基金-累計型(本基金之配息來源可能為本金)","TFFX","台幣","全球組合型債券型","2005/06/29","RR3","無","2026/05/08","13.887","-0.31","2.48","10.59","18.88","38.87","3.42","0.75","1.01","2026/03/31","8.6444億","3",""
"摩根基金－美國複合收益債券基金 - JPM 美國複合收益債券(美元)－ A股(累計)","TFFY","美元","債券型","2005/03/31","RR2","無","2026/05/08","18.51","-0.11","0.6","4.4","9.79","85.1","2.16","0.42","0.94","2026/03/31","4844.00百萬(美元)","3",""
"摩根基金－環球企業債券基金 -JPM環球企業債券(美元)- A股(累計)","TFGA","美元","債券型","2009/02/27","RR2","無","2026/05/08","20.65","-0.39","0.68","5.14","16.4","106.5","1.78","0.62","0.66","2026/03/31","6254.00百萬(美元)","3",""
"瀚亞投資-優質公司債基金 A(美元)","TFGC","美元","公司債券","2007/11/30","RR2","無","2026/05/08","14.979","-0.01","0.69","5.35","12.62","N/A","2.13","0.54","0.91","2026/03/31","2839.00百萬(美元)","2.5",""
"聯博-美國收益基金 A2股美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TFGI","美元","債券型","1998/10/26","RR3","無","2026/05/08","33.87","-0.09","0.98","5.61","16.95","280.56","2.24","0.55","0.89","2026/03/31","21861.00百萬(美元)","3.5",""
"元大多福基金","TFGO","台幣","國內股票開放型一般股票型","1994/03/16","RR4","無","2026/05/11","337.39","58.18","121.15","262.4","343.76","3273.9","24.07","1.64","0.75","2026/03/31","75.3303億","4.5",""
"元大亞太成長基金","TFGP","台幣","跨國投資股票型區域型","2006/01/24","RR5","無","2026/05/08","12.76","21.99","45.17","79.97","113.02","27.6","11.18","1.54","0.94","2026/03/31","9.5984億","3.5",""
"野村中小基金-累積類型","TFGQ","台幣","國內股票開放型中小型","2001/04/11","RR5","無","2026/05/11","590","70.48","126.93","286.02","443.33","5800","28.1","1.49","1.49","2026/03/31","161.5205億","4",""
"野村優質基金-累積類型新臺幣計價","TFGR","台幣","國內股票開放型一般股票型","1999/04/21","RR4","無","2026/05/11","447.02","66.24","111.08","246.58","394.6","4370.2","30.65","1.26","1.1","2026/03/31","368.0886億","3.5",""
"貝萊德世界金融基金 A2 美元","TFGV","美元","金融股","2000/03/03","RR4","無","2026/05/08","74.98","-3.7","6.49","33.08","126.12","658.91","19.98","0.43","2.05","2026/03/31","2358.00百萬(美元)","4.5",""
"貝萊德世界健康科學基金 A2 美元","TFGW","美元","健康護理股","2001/04/06","RR3","無","2026/05/08","69.81","-7.67","-0.29","6.89","7.43","N/A","11.91","0.15","1.01","2026/03/31","12564.00百萬(美元)","2.5",""
"貝萊德全球股票收益基金 A2 美元","TFGX","美元","股票型","2010/11/12","RR3","無","2026/05/08","30.11","3.12","10.33","24.32","41.76","200.8","8.94","0.68","0.94","2026/03/31","992.00百萬(美元)","3",""
"貝萊德美國價值型基金 A2 美元","TFGY","美元","股票型","1997/01/08","RR4","無","2026/05/08","165.18","1.64","12.18","24.4","49","623.2","8.96","0.68","0.55","2026/03/31","856.00百萬(美元)","3",""
"貝萊德美國靈活股票基金 A2 美元","TFGZ","美元","股票型","2002/10/31","RR4","無","2026/05/08","102.47","15.72","20.48","52.35","92.94","917.58","14.22","0.86","1.2","2026/03/31","1836.00百萬(美元)","4.5",""
"貝萊德歐洲基金 A2 歐元","TFHB","歐元","股票型","1993/11/30","RR4","無","2026/05/08","202.77","0.32","6.79","8","19.23","N/A","12.04","0.17","1.09","2026/03/31","1104.00百萬(歐元)","1.5",""
"貝萊德歐洲價值型基金 A2 歐元","TFHC","歐元","股票型","1997/01/08","RR4","無","2026/05/08","129.87","-2.99","8.84","16.08","50.1","N/A","12.2","0.34","1.08","2026/03/31","1484.00百萬(歐元)","3.5",""
"貝萊德環球動力股票基金A2美元(本基金非屬環境、社會及治理相關主題基金)","TFHD","美元","股票型","2006/02/28","RR3","無","2026/05/08","43.85","4.93","9.76","27.55","58.36","338.5","11.64","0.59","1.29","2026/03/31","413.00百萬(美元)","4",""
"施羅德環球基金系列 - 新興歐洲 (歐元)A1-累積","TFHF","歐元","股票型","2003/07/14","RR5","無","2026/05/08","31.1394","5.66","24.38","36.61","114.79","312.99","17.29","0.53","0.63","2026/03/31","1387.00百萬(歐元)","3",""
"凱基新興市場中小基金-台幣計價A","TFHG","台幣","跨國投資股票型區域型","2011/08/05","RR5","無","2026/05/08","47.91","36.11","60.56","134.97","163.1","379.1","15.42","1.65","0.79","2026/03/31","3.0074億","5",""
"普徠仕（盧森堡）系列基金－普徠仕美國大型成長股票基金A級別(美元)","TFHH","美元","股票型","2003/11/13","RR4","無","2026/05/08","114.34","10.66","4.32","24.04","95.55","1043.4","16.01","0.39","1.21","2026/03/31","2241.00百萬(美元)","3",""
"普徠仕（盧森堡）系列基金－普徠仕美國小型公司股票基金A級別(美元)","TFHI","美元","股票型","2001/07/31","RR4","無","2026/05/08","93.88","0.32","12.38","21.67","40.64","838.8","10.61","0.52","0.41","2026/03/31","3297.00百萬(美元)","2",""
"宏利亞太中小企業基金(新臺幣)","TFHM","台幣","跨國投資股票型區域型","2010/04/08","RR5","無","2026/05/08","20.87","4.45","15.3","30.6","22.98","108.7","11.22","0.68","0.31","2026/03/31","2.56億","1.5",""
"澳幣貨幣帳戶","TFHN","澳幣","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"摩根泰國基金","TFHO","美元","股票型","1989/08/08","RR5","無","2026/05/08","211.63","8.61","20.73","29.23","14.27","N/A","16.94","0.44","0.91","2026/03/31","183.00百萬(美元)","3",""
"聯博-全球不動產證券基金 A股美元(基金之配息來源可能為本金)","TFHR","美元","REIT","1997/02/28","RR4","","2026/05/08","31.3","2.72","8.15","14.61","26.46","257.2","6.9","0.53","1.01","2026/03/31","35.00百萬(美元)","3",""
"聯博-短期債券基金 A2股美元(基金之配息來源可能為本金)","TFHU","美元","債券型","1999/05/12","RR2","無","2026/05/08","20.07","0.15","1.01","2.92","11.5","N/A","0.78","0.61","0.25","2026/03/31","414.00百萬(美元)","3",""
"聯博-全球價值型基金A股美元 (基金之配息來源可能為本金)","TFHV","美元","股票型","2001/04/24","RR3","無","2026/05/08","33","-0.69","11.83","36.93","68.11","230","9.36","0.96","0.65","2026/03/31","695.00百萬(美元)","4.5",""
"聯博-亞洲股票基金A股美元(基金之配息來源可能為本金)","TFHY","美元","股票型","2009/11/30","RR5","無","2026/05/08","43.19","15.88","30.4","73.11","94.11","187.93","12.06","1.33","1.21","2026/03/31","401.00百萬(美元)","4.5",""
"聯博-美國成長基金 A股美元(基金之配息來源可能為本金)","TFIA","美元","股票型","1997/01/06","RR4","無","2026/05/08","257.95","6.12","3.73","20.9","69.56","1269.16","13.61","0.4","1.17","2026/03/31","8041.00百萬(美元)","2.5",""
"聯博-國際科技基金 A股美元","TFIC","美元","資訊科技股","1995/10/02","RR4","無","2026/05/08","1547.55","28.11","31.79","86.44","191.04","2417.57","24.29","0.77","0.96","2026/03/31","2168.00百萬(美元)","4.5",""
"聯博-國際醫療基金 A股美元(基金之配息來源可能為本金)","TFID","美元","健康護理股","1995/07/05","RR3","無","2026/05/08","555.8","-7.66","-1.24","5.91","5.08","791.42","12.64","0.12","1.05","2026/02/28","4553.00百萬(美元)","2",""
"聯博-新興市場價值基金A股美元","TFIG","美元","股票型","2010/02/26","RR5","無","2026/05/08","90.41","11.78","29.42","58.64","83.61","105.62","12.9","1.04","1.15","2026/03/31","353.00百萬(美元)","3.5",""
"聯博-歐元區成長基金A級別歐元(2025/11/25暫停新申購)","TFII","歐元","股票型","2010/09/15","RR4","無","2026/05/08","38.26","-0.36","2.82","10.51","25.11","158.51","9.42","0.28","0.57","2026/03/31","114.00百萬(歐元)","2","★2025/11/25暫停新申購"
"聯博-歐洲股票基金A級別歐元(基金之配息來源可能為本金)","TFIK","歐元","股票型","2001/05/29","RR4","無","2026/05/08","27.33","0.04","12.42","21.57","37.41","173.3","10.15","0.54","0.96","2026/03/31","201.00百萬(歐元)","3",""
"貝萊德日本特別時機基金 A2 美元","TFIM","美元","股票型","1987/05/13","RR4","無","2026/05/08","111.98","5.99","20.85","41.98","79.34","N/A","12.25","0.82","-0.11","2026/03/31","56027.00百萬(日圓)","3",""
"貝萊德世界科技基金 A2 美元","TFIR","美元","資訊科技股","1995/03/03","RR4","無","2026/05/08","143.05","30.53","27.12","61.91","156.91","1324.8","25.8","0.57","1.03","2026/03/31","12960.00百萬(美元)","3.5",""
"貝萊德世界能源基金 A2 美元","TFIS","美元","能源","2001/04/06","RR5","無","2026/05/08","33.62","10.85","28.37","41.56","50.69","236.2","16.08","0.63","0.82","2026/03/31","3080.00百萬(美元)","2",""
"貝萊德世界債券基金 A2 美元(本基金非屬環境、社會及治理相關主題基金)","TFIT","美元","債券型","1985/09/04","RR2","無","2026/05/08","84.86","-0.36","0.31","3.42","11.92","N/A","1.48","0.42","0.57","2026/03/31","919.00百萬(美元)","3",""
"貝萊德全球通膨連結債券基金 A2 美元","TFIU","美元","固定收益","2009/06/19","RR2","無","2026/05/08","17.44","1.16","1.81","4.43","9.27","74.05","1.51","0.6","0.59","2026/03/31","136.00百萬(美元)","2",""
"貝萊德印度基金 A2 美元","TFIV","美元","股票型","2006/04/28","RR5","無","2026/05/08","49.39","-6.41","-8.2","-7.32","9.37","170.48","10.06","-0.24","0.77","2026/03/31","334.00百萬(美元)","2",""
"貝萊德ESG社會責任多元資產基金Hedged A2 美元","TFIW","美元","平衡型","2010/04/16","RR3","無","2026/05/08","65.14","4.42","9.2","22.24","33.1","150.54","5.18","1.07","0.56","2026/03/31","2767.00百萬(歐元)","3","ESG基金"
"貝萊德亞洲巨龍基金 A2 美元","TFIX","美元","股票型","1997/01/02","RR5","無","2026/05/08","74.5","16.52","24.37","55.53","65.52","N/A","17.18","0.76","1.87","2026/03/31","733.00百萬(美元)","2.5",""
"貝萊德美元優質債券基金 A2 美元","TFIY","美元","債券型","1989/04/07","RR2","無","2026/05/08","35.32","-0.23","0.68","5.31","10.07","N/A","2.16","0.53","0.94","2026/03/31","499.00百萬(美元)","3",""
"貝萊德英國基金 A2 美元","TFJA","美元","股票型","1985/12/31","RR4","無","2026/05/08","205.56","0.94","2.75","7.42","37.13","N/A","7.45","0.24","0.5","2026/03/31","140.00百萬(英鎊)","2.5",""
"貝萊德歐洲基金 A2 美元","TFJD","美元","股票型","1993/11/30","RR4","無","2026/05/08","238.83","-0.04","8.63","12.52","27.17","N/A","13.67","0.24","1.34","2026/03/31","1104.00百萬(歐元)","2",""
"貝萊德歐洲價值型基金 A2 美元","TFJE","美元","股票型","1997/01/08","RR4","無","2026/05/08","152.96","-3.34","10.7","20.93","60.1","683.21","13.9","0.39","1.33","2026/03/31","1484.00百萬(歐元)","4",""
"貝萊德環球企業債券基金 A2 美元","TFJF","美元","公司債券","2007/10/19","RR2","無","2026/05/08","16.26","-0.12","0.81","5.24","16.39","62.6","1.62","0.7","0.66","2026/03/31","1470.00百萬(美元)","3",""
"貝萊德環球政府債券基金 A2 美元","TFJH","美元","市政債券","1987/05/14","RR2","無","2026/05/08","30.71","-0.71","-0.2","2.26","8.32","N/A","1.46","0.2","0.5","2026/03/31","839.00百萬(美元)","3.5",""
"貝萊德環球前瞻股票基金 A2 美元","TFJI","美元","股票型","1996/02/29","RR3","無","2026/05/08","109.11","0.93","1.78","11.72","27.9","N/A","8.72","0.34","0.89","2026/03/31","587.00百萬(美元)","2",""
"日圓貨幣帳戶","TFJK","日圓","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"摩根南韓基金","TFJL","美元","股票型","1991/12/11","RR5","無","2026/05/08","182.11","37.37","77.43","164.43","171.32","N/A","22.52","1.31","0.79","2026/03/31","389.00百萬(美元)","1",""
"高盛基金Ⅲ-高盛大中華股票基金X股美元(原名稱：NN(L)大中華股票基金X股美元)","TFJN","美元","股票型","1999/10/04","RR5","無","2026/05/08","2042.09","20.32","27.35","81.11","118.12","308.42","21.48","0.83","1.19","2026/03/31","244.00百萬(美元)","4.5",""
"高盛基金Ⅲ-高盛日本股票基金X股美元(原名稱：NN(L)日本股票基金X股美元)","TFJO","美元","股票型","2011/02/28","RR4","無","2026/05/08","221.32","3.78","12.07","26.63","55.35","119.3","9.25","0.72","0.17","2026/03/31","254.00百萬(美元)","1.5",""
"高盛基金Ⅲ-高盛環球社會影響力基金X股美元(原名稱：高盛永續智慧經濟基金X股美元)","TFJP","美元","資訊科技股","1998/01/26","RR4","無","2026/05/08","1900.94","-3.75","-8.71","-10.12","6.22","280.19","8.43","-0.39","0.13","2026/03/31","822.00百萬(美元)","1",""
"高盛基金Ⅲ-高盛美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息))","TFJQ","美元","股票型","2005/03/31","RR4","無","2026/05/08","1018.98","0.32","4.23","16.7","48.37","307.59","8.8","0.48","0.7","2026/03/31","320.00百萬(美元)","2",""
"高盛基金Ⅲ-高盛環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息))","TFJW","美元","股票型","2006/04/17","RR3","無","2026/05/08","865.97","1.21","9.7","18.82","45.71","145.93","6.97","0.68","0.52","2026/03/31","758.00百萬(美元)","3",""
"野村中國機會基金","TFJY","台幣","跨國投資股票型區域型","2009/04/22","RR5","無","2026/05/08","19.16","19.82","27.73","59.27","42.77","91.6","18.59","0.74","1.32","2026/03/31","14.6059億","2",""
"野村巴西基金","TFJZ","台幣","跨國投資股票型單一國家","2010/04/01","RR5","無","2026/05/08","8.45","4.71","28.42","55.05","64.4","-15.5","19.71","0.66","1.12","2026/03/31","7.7148億","3.5",""
"野村台灣高股息基金(本基金之配息來源可能為本金且並無保證收益及配息)","TFKA","台幣","國內股票開放型價值型","2005/03/18","RR4","無","2026/05/11","121.32","28.52","41.76","75.62","209.81","1113.2","16.66","1","0.8","2026/03/31","23.0646億","",""
"野村平衡基金","TFKB","台幣","股票債券平衡型一般股票型","2000/02/22","RR4","無","2026/05/11","135.28","43.15","76.58","153.19","271.75","1252.8","19.02","1.47","0.61","2026/03/31","28.6579億","4",""
"野村全球生技醫療基金","TFKC","台幣","跨國投資股票型全球市場","2007/01/18","RR4","無","2026/05/08","24.06","-9.41","-2.47","11.29","3.93","140.6","11.76","0.25","0.004","2026/03/31","13.8629億","1.5",""
"野村全球品牌基金","TFKD","台幣","跨國投資股票型全球市場","2002/06/21","RR4","無","2026/05/08","62.8","12.02","20.42","37.09","62.32","528","16.22","0.57","1.61","2026/03/31","30.2663億","2.5",""
"野村全球高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息)","TFKE","台幣","跨國投資股票型全球市場","2003/05/19","RR3","無","2026/05/08","40.74","9.87","26.68","46.28","101.09","307.4","9.79","1.12","0.53","2026/03/31","17.4386億","3.5",""
"野村亞太高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息)","TFKF","台幣","跨國投資股票型區域型","2006/05/09","RR5","無","2026/05/08","27.21","29.51","52.78","108.19","100.52","172.1","19.04","1.15","1.82","2026/03/31","15.4615億","3.5",""
"野村泰國基金","TFKH","台幣","跨國投資股票型單一國家","1997/06/03","RR5","無","2026/05/08","41.03","8.86","22.66","33.17","12.17","309.89","18.52","0.46","0.93","2026/03/31","9.527億","2.5",""
"貝萊德日本靈活股票基金 A2 美元","TFKK","美元","股票型","2005/02/28","RR4","無","2026/05/08","25.73","-0.23","11","30.15","65.04","157.3","13.39","0.57","0.17","2026/03/31","169634.00百萬(日圓)","2",""
"貝萊德智慧數據環球小型企業基金A2美元(本基金非屬環境、社會及治理相關主題基金)","TFKM","美元","中小型股","1994/11/04","RR4","無","2026/05/08","217.53","7.75","20.34","38.54","68","2075.3","10.07","0.92","0.86","2026/03/31","556.00百萬(美元)","4",""
"施羅德環球基金系列 - 中國優勢 (美元)A1-累積","TFKO","美元","股票型","2006/02/17","RR5","無","2026/05/08","401.9561","-2.35","-0.16","20.23","16.04","301.96","15.7","0.34","0.89","2026/03/31","995.00百萬(美元)","2.5",""
"施羅德環球基金系列 - 日本小型公司 (美元)A1-累積","TFKP","美元","中小型股","2006/04/24","RR4","無","2026/05/08","1.5113","5.01","17.07","31.62","31.61","69.81","8.61","0.9","-0.4","2026/03/31","12510.00百萬(日圓)","3.5",""
"施羅德環球基金系列 - 日本股票 (美元避險)A1-累積","TFKQ","美元","股票型","2013/04/17","RR4","無","2026/05/08","357.8282","5.22","21.17","45.93","89.84","257.83","8.71","1.24","0.004","2026/03/31","89519.00百萬(日圓)","3.5",""
"施羅德環球基金系列 - 日本優勢 (美元避險)A1-累積","TFKR","美元","股票型","2013/06/26","RR4","無","2026/05/08","50.4639","6.77","27.49","56.03","120.28","404.64","10.25","1.25","-0.17","2026/03/31","65131.00百萬(日圓)","4.5",""
"施羅德環球基金系列-印度股票 (美元)A1-累積","TFKS","美元","股票型","2006/11/10","RR5","無","2026/05/08","284.9964","-7.23","-9.77","-7.37","21.45","185","10.87","-0.22","0.86","2026/03/31","303.00百萬(美元)","3",""
"施羅德環球基金系列 - 拉丁美洲 (美元)A1-累積","TFKV","美元","股票型","2002/05/31","RR5","無","2026/05/08","58.3556","2.62","23.41","42.69","50.28","507.87","14.84","0.7","0.84","2026/03/31","503.00百萬(美元)","4",""
"施羅德環球基金系列 - 美國大型股 (美元)A1-累積","TFKW","美元","股票型","2002/01/11","RR4","無","2026/05/08","350.814","4.63","5.04","18.88","72.58","401.52","10.77","0.45","0.89","2026/03/31","8819.00百萬(美元)","2.5",""
"施羅德環球基金系列 - 美國中小型股票 (美元)A1-累積","TFKX","美元","中小型股","2004/12/10","RR4","無","2026/05/08","510.1087","4.05","20.5","30.48","39.26","410.11","11.51","0.66","0.59","2026/03/31","829.00百萬(美元)","3",""
"施羅德環球基金系列 - 香港股票 (美元)A1-累積","TFKY","美元","股票型","2010/11/17","RR4","無","2026/05/08","57.8281","-0.57","2.28","24.35","13.83","63.68","13.28","0.47","1.38","2026/03/31","6366.00百萬(港幣)","1.5",""
"施羅德環球基金系列 - 策略債券 (美元)A1-累積(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)","TFKZ","美元","債券型","2004/09/30","RR3","無","2026/05/08","156.1709","-0.48","0.81","5.88","19.94","56.17","2.11","0.62","0.68","2026/03/31","570.00百萬(美元)","3.5",""
"施羅德環球基金系列 - 新興市場 (美元)A1-累積(基金之配息來源可能為本金)","TFLB","美元","股票型","2002/01/11","RR5","無","2026/05/08","26.6992","15.74","29.88","66.78","93.43","608.2","13.19","1.13","1.35","2026/03/31","6713.00百萬(美元)","4",""
"施羅德環球基金系列 - 新興亞洲 (美元)A1-累積","TFLD","美元","股票型","2004/01/09","RR5","無","2026/05/08","75.5526","17.24","28.7","59.43","75.57","646.57","16.15","0.85","1.8","2026/03/31","5767.00百萬(美元)","3",""
"施羅德環球基金系列 - 新興歐洲 (美元)A1-累積","TFLE","美元","股票型","2006/04/24","RR5","無","2026/05/08","36.5178","5.33","26.59","42.33","129.11","28.77","19.86","0.53","0.79","2026/03/31","1387.00百萬(歐元)","3.5",""
"施羅德環球基金系列 - 歐洲小型公司 (美元)A1-累積","TFLF","美元","中小型股","2006/04/24","RR4","無","2026/05/08","47.7402","4.57","11.15","12.85","19.15","63.94","13.15","0.26","0.98","2026/03/31","48.00百萬(歐元)","2",""
"施羅德環球基金系列 - 環球收益股票 (美元)A1-累積(基金之配息來源可能為本金)","TFLI","美元","股票型","2005/07/29","RR3","無","2026/05/08","306.6715","3.28","17.02","30.62","44.94","206.67","9.82","0.77","0.49","2026/03/31","254.00百萬(美元)","3.5",""
"施羅德環球基金系列 - 環球能源 (美元)A1-累積","TFLJ","美元","能源","2006/06/30","RR5","無","2026/05/08","26.4584","18.49","40.58","67.8","75.72","-5.37","16.4","0.93","0.72","2026/03/31","1123.00百萬(美元)","4",""
"摩根大歐洲基金-累積型(原名稱：摩根大歐洲基金)","TFLN","台幣","跨國投資股票型區域型","1998/06/01","RR4","無","2026/05/08","31.97","-1.36","12.45","24.25","52.24","219.7","10.69","0.57","1.02","2026/03/31","47.7826億","2.5",""
"摩根太平洋證券基金","TFLO","美元","股票型","1978/05/26","RR5","無","2026/05/08","725.39","13.07","18.87","44.18","62.42","N/A","10.83","0.97","1.24","2026/03/31","688.00百萬(美元)","1.5",""
