標的名稱,代碼,幣別,類型,成立日期,風險收益等級,配息頻率,淨值日期,淨值,三個月(%),六個月(%),一年(%),三年(%),成立以來(%),年化標準差,年化Sharpe,年化Beta,規模日期,基金規模,嘉實基金評等,備註
安聯台灣科技基金,ACDD04-EQTAL046,台幣,國內股票開放型科技類,2001/04/03,RR5,無,2026/08/05,739.13,1.77,65.63,211.9,405.32,,44.76,0.81,1.13,-,"3,026.43億",,
街口中小型基金,ACCH03-EQTPA001,台幣,國內股票開放型中小型,2003/03/12,RR5,無,2026/08/05,184.74,-4.62,52.05,204.4,316.17,,47.11,0.76,1.74,-,10.33億,,
統一龍馬基金,ACPS03-EQTUP005,台幣,國內股票開放型一般股票型,1995/04/08,RR4,-,2026/08/05,614.94,5.67,93.55,202.7,349.52,,46.84,0.76,1.49,-,99.69億,,
原康健人壽標的＿元大新主流證券投資信託基金,ACYT11-CGTS0,台幣,國內股票開放型一般股票型,1999/08/20,RR4,無,2026/08/05,174.93,-7.15,56.56,191.45,279.05,,46.61,0.74,1.3,-,254.52億,,
野村中小基金-累積類型,ACIC08-EQTIG013,台幣,國內股票開放型中小型,2001/04/11,RR5,無,2026/08/05,561.5,-3.37,71.03,186.3,298.11,,45.99,0.73,1.54,-,262.46億,,
原康健人壽標的＿安聯台灣大壩基金,ACDD01-CATS6,台幣,國內股票開放型一般股票型,2000/04/10,RR4,無,2026/08/05,306.42,-3.63,61.04,185.65,339.82,,44.97,0.75,1.33,-,928.05億,,
安聯台灣大壩基金-A類型-新臺幣,ACDD01-EQTAL005,台幣,國內股票開放型一般股票型,2000/04/10,RR4,無,2026/08/05,306.42,-3.63,61.04,185.65,339.82,,44.97,0.75,1.33,-,928.05億,,
原康健人壽標的＿元大多福證券投資信託基金,ACYT02-CGTA1,台幣,國內股票開放型一般股票型,1994/03/16,RR4,無,2026/08/05,323.04,-3.95,61.51,177.07,265.84,,41.55,0.78,1.19,-,109.37億,,
元大多福基金,ACYT02-EQTPL003,台幣,國內股票開放型一般股票型,1994/03/16,RR4,無,2026/08/05,323.04,-3.95,61.51,177.07,265.84,,41.55,0.78,1.19,-,109.37億,,
安聯台灣智慧基金,ACDD19-EQTAL047,台幣,國內股票開放型一般股票型,2008/04/24,RR4,無,2026/08/05,398.76,0.64,56.03,176.19,327.17,,42.71,0.76,1.37,-,754.98億,,
原康健人壽標的＿元大卓越證券投資信託基金,ACYT04-CGTS1,台幣,國內股票開放型一般股票型,1995/11/22,RR4,無,2026/08/05,215.85,-6.84,55.23,172.43,275.98,,43.42,0.74,1.28,-,149.36億,,
野村優質基金-累積類型新臺幣計價,ACIC01-BLTIG071,台幣,國內股票開放型一般股票型,1999/04/21,RR4,無,2026/08/05,444.66,2.48,79.57,168.51,280.73,,43.5,0.72,1.21,-,560.59億,,
原康健人壽標的＿野村優質證券投資信託基金,ACIC01-CCTS0,台幣,國內股票開放型一般股票型,1999/04/21,RR4,無,2026/08/05,444.66,2.48,79.57,168.51,280.73,,43.5,0.72,1.21,-,560.59億,,
台新主流基金,ACTT06-EQTTS002,台幣,國內股票開放型一般股票型,2007/02/08,RR4,無,2026/08/05,172.72,-11.48,62.64,167.45,312.32,,52.97,0.61,1.51,-,34.96億,,
瀚亞中小型股基金,ACCP10-EQTPC003,台幣,國內股票開放型中小型,1998/04/03,RR5,無,2026/08/05,155.07,-6.21,57.21,166.95,281.85,,44.55,0.7,1.58,-,37.57億,,
復華高成長基金,ACFH03-EQTFH007,台幣,國內股票開放型一般股票型,1998/10/17,RR4,無,2026/08/05,435.02,1.92,62.63,165.43,273.6,,49.63,0.64,1.68,-,211.48億,,
玉山保德信中小型股基金,ACML09-EQTPD003,台幣,國內股票開放型中小型,1999/01/22,RR5,無,2026/08/05,297.46,-13.39,47.43,165.12,296.4,,45.28,0.69,1.48,-,43.85億,,
復華復華基金,ACFH01-EQTFH008,台幣,國內股票開放型一般股票型,1998/01/23,RR4,無,2026/08/05,122.66,2.79,61.56,159.38,294.91,,46.61,0.66,1.59,-,149.09億,,
摩根新興科技基金-一般型(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),ACJF76-EQTJF077,台幣,國內股票開放型科技類,1995/03/23,RR5,無,2026/08/05,415.49,-7.95,65.53,157.8,290.39,,46.93,0.65,1.16,-,246.52億,,
原康健人壽標的＿台新2000高科技基金,ACSH03-CTTS0,台幣,國內股票開放型科技類,2000/03/07,RR5,無,2026/08/05,250,-9.62,53.34,157.12,284.97,,43.61,0.69,0.86,-,51.59億,,
台新2000高科技基金,ACSH03-EQTTS005,台幣,國內股票開放型科技類,2000/03/07,RR5,無,2026/08/05,250,-9.62,53.34,157.12,284.97,,43.61,0.69,0.86,-,51.59億,,
路博邁台灣5G股票基金T月配級別(新臺幣) - (配現金)(基金之配息來源可能為本金),ACNB02-ECTNB032,台幣,國內股票開放型一般股票型,2017/09/13,RR4,月配,2026/08/05,53.7,-9.3,52.49,156.46,320.35,,53.83,0.58,1.69,-,78.59億,,
路博邁台灣5G股票基金T累積級別(新臺幣),ACNB01-EQTNB031,台幣,國內股票開放型一般股票型,2017/09/13,RR4,無,2026/08/05,86.82,-9.31,52.48,156.41,320.44,,53.84,0.58,1.69,-,262.70億,,
元大台灣高股息優質龍頭基金-新台幣(A)不配息(本基金之配息來源可能為收益平準金且並無保證收益及配息),ACYT161-EQTPL010,台幣,國內股票開放型一般股票型,2020/03/23,RR4,無,2026/08/05,48.87,18.47,74.16,154.4,231.55,,35.59,0.82,0.94,-,554.52億,,
元大台灣高股息優質龍頭基金-新台幣(B)配息 - (配現金)(本基金之配息來源可能為收益平準金且並無保證收益及配息),ACYT162-ECTPL011,台幣,國內股票開放型一般股票型,2020/03/23,RR4,月配,2026/08/05,26.82,18.52,73.96,154.33,231.07,,35.66,0.82,0.94,-,307.44億,,
統一奔騰基金,ACPS10-EQTUP004,台幣,國內股票開放型科技類,1998/08/11,RR5,無,2026/08/05,726.47,-3.82,64.15,153.91,301.39,,45.22,0.66,1.07,-,741.01億,,
復華全方位基金A類型(基金之配息來源可能為本金及收益平準金且本基金並無保證收益及配息),ACFH15-EQTFH026,台幣,國內股票開放型一般股票型,2005/08/01,RR4,無,2026/08/05,185.34,3.59,64.48,153.54,257.25,,47.46,0.63,1.62,-,136.49億,,
富蘭克林華美第一富基金-A類型,ACFT01-EQTFT001,台幣,國內股票開放型一般股票型,2002/12/13,RR4,無,2026/08/05,276.93,-5.5,53.53,149.51,213.13,,45.28,0.65,1.37,-,76.53億,,
復華中小精選基金,ACFH08-EQTFH020,台幣,國內股票開放型中小型,2001/04/03,RR5,無,2026/08/05,424.93,-4.69,58.7,149.47,231.92,,45.49,0.65,1.65,-,223.63億,,
統一黑馬基金,ACPS02-EQTUP003,台幣,國內股票開放型一般股票型,1994/11/01,RR4,無,2026/08/05,613.14,-5.87,54.68,149.19,235.86,,42.19,0.69,1.27,-,428.74億,,
富邦小而美基金,ACJS04-EQTJS001,台幣,國內股票開放型中小型,1998/07/30,RR5,無,2026/08/05,113.07,-13.44,54.53,144.26,218.96,,46.27,0.62,1.47,-,18.72億,,
復華全球物聯網科技基金-新臺幣,ACFH67-EQTFH011,台幣,跨國投資股票型全球市場,2016/07/04,RR4,無,2026/08/04,82.22,6.46,56.4,143.11,287.28,,49.37,0.59,3.06,-,421.32億,,
玉山保德信店頭市場基金,ACML05-EQTPD002,台幣,國內股票開放型上櫃股票型,1996/09/16,RR5,無,2026/08/05,177.77,-6.75,52.85,141.73,201.66,,40.83,0.69,1.18,-,21.08億,,
玉山保德信高成長基金,ACML01-EQTPD001,台幣,國內股票開放型一般股票型,1994/04/11,RR4,無,2026/08/05,576.32,-5.2,57.41,141.41,240.37,,43.75,0.64,1.39,-,207.39億,,
富邦新台商基金-A類型,ACJS13-EQTJS003,台幣,國內股票開放型中概股型,2003/05/12,RR4,無,2026/08/05,358.35,-14.27,52.38,140.23,291.04,,47.79,0.6,1.32,-,93.23億,,
復華亞太神龍科技基金-新臺幣,ACFH73-EQTFH017,台幣,跨國投資股票型區域型,2018/01/31,RR5,無,2026/08/04,48.99,5.24,50.23,137.47,244.51,,53.64,0.54,3.03,-,224.89億,,
統一大滿貫基金-A類型,ACPS14-EQTUP006,台幣,國內股票開放型一般股票型,2000/04/10,RR4,無,2026/08/05,225.48,-9.21,52.3,134.73,235.29,,43.03,0.63,1.27,-,298.44億,,
復華亞太成長基金,ACFH18-EQTFH009,台幣,跨國投資股票型區域型,2007/01/22,RR5,無,2026/08/04,41.55,-8.2,42.88,129.3,148.8,,50,0.55,2.7,-,100.80億,,
復華大中華中小策略基金,ACFH28-EQTFH005,台幣,跨國投資股票型區域型,2010/12/27,RR5,無,2026/08/04,18.65,-5.52,54.01,127.72,126.06,,45.99,0.58,2.18,-,13.99億,,
富邦高科技基金,ACJS07-EQTJS002,台幣,國內股票開放型科技類,2000/04/25,RR5,無,2026/08/05,89.7,-14.25,35.21,126.74,154.32,,43.69,0.6,0.95,-,24.62億,,
統一全球新科技基金(新台幣),ACPS38-EQTUP001,台幣,跨國投資股票型全球市場,2016/05/03,RR4,無,2026/08/04,110.45,-5.31,46.5,125.68,272.14,,47.39,0.56,3.02,-,268.57億,,
復華全球物聯網科技基金-美元,ACFH68-EQUFH011,美元,跨國投資股票型全球市場,2016/07/04,RR4,無,2026/08/04,81.94,3.85,52.28,125.36,281.12,,52.17,0.52,3.28,-,72.70億,,
復華華人世紀基金,ACFH23-EQTFH003,台幣,跨國投資股票型全球市場,2009/01/05,RR5,無,2026/08/04,75.26,0.4,43.08,123.19,289.14,,50.49,0.53,2.78,-,305.21億,,
群益馬拉松基金,ACCA03-EQTCT001,台幣,國內股票開放型一般股票型,1996/08/20,RR4,無,2026/08/05,494.98,3.69,53.46,119.42,198.7,,35.5,0.69,1.24,-,241.08億,,
復華亞太神龍科技基金-美元,ACFH74-EQUFH018,美元,跨國投資股票型區域型,2018/01/31,RR5,無,2026/08/04,43.93,2.66,46.19,118.99,236.63,,56.56,0.48,3.21,-,42.69億,,
富邦全球關鍵半導體基金(新臺幣),ACJS107-EQTJS007,台幣,跨國投資股票型全球市場,2024/07/08,RR4,無,2026/08/04,23.73,4.95,48.87,113.21,-,,28.61,0.81,1.79,-,18.83億,,
統一大中華中小基金(新台幣),ACPS25-EQTUP002,台幣,跨國投資股票型區域型,2010/08/26,RR5,無,2026/08/04,54.98,-6.69,37.9,112.61,205.27,,41.31,0.59,2.19,-,28.75億,,
原康健人壽標的＿富邦上選證券投資信託基金,ACJS03-CJTS1,台幣,國內股票開放型一般股票型,1997/12/27,RR4,無,2026/08/05,226.03,-13.94,34.39,110.77,179.95,,41.5,0.58,1.15,-,82.37億,,
富邦上選基金,ACJS03-EQTJS005,台幣,國內股票開放型一般股票型,1997/12/27,RR4,無,2026/08/05,226.03,-13.94,34.39,110.77,179.95,,41.5,0.58,1.15,-,82.37億,,
復華人生目標基金,ACFH11-BLTFH002,台幣,股票債券平衡型一般股票型,2003/03/03,RR4,無,2026/08/05,143.3708,-4.71,44.03,101.9,148.54,,35.98,0.61,1.16,-,177.52億,,
復華傳家二號基金,ACFH07-BLTFH016,台幣,股票債券平衡型一般股票型,2000/09/06,RR4,無,2026/08/05,129.6386,-4.72,43.89,101.6,152.32,,35.95,0.61,1.16,-,255.30億,,
華南永昌永昌基金,AC0013-EQTHN006,台幣,國內股票開放型一般股票型,1993/02/16,RR4,-,2026/08/05,98.54,-2.04,29.93,99.35,117.29,,32.32,0.66,1,-,21.04億,,
原康健人壽標的＿富邦日盛證券投資信託基金,ACJS01-CJTS0,台幣,國內股票開放型一般股票型,1997/04/07,RR4,年配,2026/08/05,25.77,-18.03,26.31,99.07,205.29,,40.13,0.55,1.11,-,21.56億,,
復華全球大趨勢基金-新臺幣,ACFH22-EQTFH002,台幣,跨國投資股票型全球市場,2008/04/30,RR4,無,2026/08/04,76.09,3.19,52.39,98.82,146.73,,52.64,0.44,3.38,-,188.74億,,
元大台灣加權股價指數基金,ACKY17-EQTPL007,台幣,國內股票開放型指數型,2004/09/17,RR4,無,2026/08/05,131.884,10.66,42.65,94.12,182.69,,26.71,0.76,1.01,-,195.12億,,
復華全球平衡基金-新臺幣(本基金有相當比重投資於非投資等級之高風險債券),ACFH12-BLTFH004,台幣,股票債券平衡型跨國投資型,2004/01/02,RR3,無,2026/08/04,58.13,-0.97,33.48,89.41,117.47,,38.79,0.53,2.67,-,288.46億,,
路博邁5G股票基金T累積(新臺幣),ACNB47-EQTNB028,台幣,跨國投資股票型全球市場,2019/06/27,RR4,無,2026/08/04,38.79,6.54,47.38,88.03,224.87,,43.11,0.48,2.84,-,36.77億,,
復華全球大趨勢基金-美元,ACFH56-EQUFH013,美元,跨國投資股票型全球市場,2016/04/20,RR4,無,2026/08/04,46.63,0.52,48.27,84.75,143.63,,55.55,0.39,3.61,-,22.24億,,
復華台灣好收益基金 - (配現金),ACFH111-ECTFH019,台幣,國內股票開放型一般股票型,2021/01/11,RR4,半年配,2026/08/05,17.8,-11.53,58.32,82.27,132.63,,40.85,0.47,1.3,-,56.19億,,
摩根平衡基金,ACJF87-BLTJF002,台幣,股票債券平衡型價值型股票型,2000/09/28,RR4,無,2026/08/05,109.2,6.32,43.23,81.58,145.34,,23.86,0.75,0.84,-,73.07億,,
瀚亞美國高科技基金A類型-新臺幣,ACCP16-EQTPC035,台幣,跨國投資股票型單一國家,2002/06/17,RR4,無,2026/08/04,156.8,14.45,51.92,80.02,184.37,,35.59,0.52,2.13,-,199.96億,,
復華全球平衡基金-美元(本基金有相當比重投資於非投資等級之高風險債券),ACFH65-BLUFH021,美元,股票債券平衡型跨國投資型,2018/06/06,RR3,無,2026/08/04,26.92,-1.68,32.35,79.95,119.04,,42.47,0.45,2.96,-,17.96億,,
復華台灣科技高股息基金A類型(本基金並無保證收益及配息),ACFH117-EQTFH025,台幣,國內股票開放型科技類,2024/04/30,RR5,無,2026/08/05,17.36,7.69,42.76,74.3,-,,30.36,0.57,0.97,-,36.46億,,
復華台灣科技高股息基金B類型 - (配現金)(基金之配息來源可能為本金及收益平準金且本基金並無保證收益及配息),ACFH118-ECTFH024,台幣,國內股票開放型科技類,2024/04/30,RR5,月配,2026/08/05,15.34,7.7,42.77,74.17,-,,30.44,0.56,0.98,-,17.28億,,
路博邁5G股票基金T累積(美元),ACNB49-EQUNB029,美元,跨國投資股票型全球市場,2019/06/27,RR4,無,2026/08/04,37.17,3.91,43.4,73.29,217.15,,46.12,0.4,3.06,-,46.82億,,
復華數位經濟基金,ACFH06-EQTFH001,台幣,國內股票開放型科技類,2000/05/10,RR5,無,2026/08/05,160.42,-12.05,36.21,71.3,121.33,,42.59,0.41,1.06,-,72.84億,,
路博邁5G股票基金T累積(人民幣),ACNB51-EQRNB030,人民幣,跨國投資股票型全球市場,2019/06/27,RR4,無,2026/08/04,34.51,3.26,41.61,69.08,193.2,,45.93,0.38,3.05,-,9.77億,,
富蘭克林華美AI新科技基金-新台幣,ACFT115-EQTFT038,台幣,跨國投資股票型全球市場,2020/12/03,RR4,無,2026/08/04,26.34,12.47,42.84,64.11,158.74,,30.31,0.51,2.34,-,85.87億,,
安聯中國策略基金-新臺幣,ACDD21-EQTAL002,台幣,跨國投資股票型區域型,2009/05/18,RR5,無,2026/08/04,29.09,6.71,15.21,61.88,45.02,,22.28,0.65,1.4,-,46.25億,,
富邦全球抗暖化基金(本基金非屬環境、社會及治理相關主題基金),ACJS26-EQTJS006,台幣,跨國投資股票型全球市場,2008/01/17,RR4,無,2026/08/04,29.7,-3.38,30.21,59.33,86.44,,37.07,0.41,2.35,-,5.33億,,
合庫AI電動車及車聯網創新基金(TWD不配息),ACCB46-EQTTC015,台幣,跨國投資股票型全球市場,2019/03/19,RR4,無,2026/08/04,29.84,9.83,34.48,58.47,107.65,,26.44,0.53,1.05,-,8.99億,,
復華中國新經濟A股基金-新臺幣,ACFH50-EQTFH012,台幣,跨國投資股票型單一國家,2015/05/26,RR5,無,2026/08/04,11.37,5.18,19.56,58.36,46.52,,37.52,0.4,2.01,-,34.86億,,
台新中國精選中小基金,ACTT10-EQTTS014,台幣,跨國投資股票型區域型,2010/08/05,RR5,無,2026/08/04,13.77,-6.07,10.96,56.83,44.95,,38.38,0.39,2.24,-,2.51億,,
元大日本龍頭企業基金-新台幣A類型,ACYT193-EQTPL014,台幣,跨國投資股票型單一國家,2023/07/07,RR4,無,2026/08/04,16.97,2.11,14.43,55.4,70.9,,30.54,0.45,1.19,-,205.32億,,
摩根東方內需機會基金,ACJF100-EQTJF002,台幣,跨國投資股票型區域型,2008/06/25,RR5,無,2026/08/04,33.29,3.97,15.47,54.77,64.23,,23.75,0.56,1.63,-,12.27億,,
群益華夏盛世基金-新臺幣,ACCA25-EQTCT002,台幣,跨國投資股票型區域型,2009/12/22,RR5,無,2026/08/04,22.67,3.66,16.62,51.94,43.39,,25.34,0.51,1.3,-,34.06億,,
富蘭克林華美AI新科技基金-美元,ACFT117-EQUFT039,美元,跨國投資股票型全球市場,2020/12/03,RR4,無,2026/08/04,23.27,9.56,39.01,51.3,152.66,,33.25,0.39,2.56,-,28.97億,,
富蘭克林華美亞太平衡基金-新台幣(分配型) - (配現金)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),ACFT56-BGTFT003,台幣,股票債券平衡型跨國投資型,2016/08/29,RR4,月配,2026/08/04,11.45,-1.07,18.28,50.28,86.35,,27.07,0.46,1.6,-,4.69億,,
富蘭克林華美亞太平衡基金-新台幣(累積型)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),ACFT55-BLTFT003,台幣,股票債券平衡型跨國投資型,2016/08/29,RR4,無,2026/08/04,17.89,-1.05,18.16,50.21,86.35,,27.08,0.46,1.6,-,4.56億,,
玉山保德信大中華基金,ACML08-EQTPD004,台幣,跨國投資股票型區域型,1998/12/11,RR5,無,2026/08/04,47.73,-4.65,10.13,49.95,61.25,,32.79,0.4,1.95,-,27.21億,,
原康健人壽標的＿台新智慧生活基金,ACTT49-CTTS1,台幣,跨國投資股票型全球市場,2017/11/27,RR4,無,2026/08/04,29.81,4.34,28.49,49.95,117.12,,23.12,0.53,1.29,-,8.24億,,
台新智慧生活基金-新台幣,ACTT49-EQTTS012,台幣,跨國投資股票型全球市場,2017/11/27,RR4,無,2026/08/04,29.81,4.34,28.49,49.95,117.12,,23.12,0.53,1.29,-,8.24億,,
摩根新興35基金-累積型,ACJF96-EQTJF071,台幣,跨國投資股票型區域型,2006/07/25,RR5,無,2026/08/04,24.21,2.93,11.93,49.72,66.28,,16.78,0.71,1.09,-,64.87億,,
野村中國機會基金,ACIC26-EQTIG003,台幣,跨國投資股票型區域型,2009/04/22,RR5,無,2026/08/04,19.64,8.15,19.17,49.7,45.05,,44.1,0.32,1.99,-,28.37億,,
野村巴西基金,ACIC29-EQTIG004,台幣,跨國投資股票型單一國家,2010/04/01,RR5,無,2026/08/04,7.93,-6.49,0.13,47.67,29.15,,26.48,0.45,1.37,-,6.51億,,
玉山保德信全球資源基金,ACML26-EQTPD007,台幣,跨國投資股票型全球市場,2007/09/11,RR4,無,2026/08/04,16.64,1.9,11.16,47,49.1,,18.94,0.6,-0.17,-,22.86億,,
玉山保德信拉丁美洲基金,ACML30-EQTPD008,台幣,跨國投資股票型區域型,2010/04/16,RR5,無,2026/08/04,11.27,-0.44,0,46.74,41.58,,19.81,0.58,1.01,-,4.76億,,
合庫AI電動車及車聯網創新基金(USD不配息),ACCB47-EQUTC016,美元,跨國投資股票型全球市場,2019/03/19,RR4,無,2026/08/04,28.2,7.06,30.98,46.27,103.17,,29.31,0.4,1.18,-,2.98億,,
摩根中國A股基金,ACJF116-EQTJF004,台幣,跨國投資股票型區域型,2013/06/26,RR5,無,2026/08/04,22.53,2.36,6.42,45.07,25.17,,16.4,0.66,1.02,-,69.41億,,
瀚亞亞太高股息基金B-美金 - (配現金)(本基金配息來源可能為本金且基金並無保證收益及配息),ACCP50-ECUPC002,美元,跨國投資股票型區域型,2014/11/17,RR5,月配,2026/08/04,9.41,3.56,13.04,44.4,86.6,,21.05,0.52,1.32,-,0.00億,,
中國信託成長轉機多重資產基金-臺幣B - (配現金)    (本基金有相當比重投資於非投資等級之高風險債券且本基金之配息來源可能為本金),ACDS125-BGTCB006,台幣,多重資產型,2023/08/15,RR3,月配,2026/08/04,14.3347,7.26,22.23,43.65,-,,14.01,0.75,1.12,-,2.28億,,
中國信託成長轉機多重資產基金-臺幣A    (本基金有相當比重投資於非投資等級之高風險債券),ACDS124-BLTCB005,台幣,多重資產型,2023/08/15,RR3,無,2026/08/04,16.988,7.29,22.25,43.6,-,,14.01,0.75,1.12,-,3.26億,,
富蘭克林華美亞太平衡基金-美元(分配型) - (配現金)(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金),ACFT58-BGUFT003,美元,股票債券平衡型跨國投資型,2016/08/29,RR4,月配,2026/08/04,11.28,-2.94,16.18,43.39,87.54,,28.99,0.39,1.73,-,1.48億,,
原康健人壽標的＿安聯全球新興市場證券投資信託基金,ACDD10-CATS1,台幣,跨國投資股票型區域型,2005/03/24,RR5,無,2026/08/04,31.81,3.28,10.84,42.77,77.51,,16.39,0.64,1.3,-,18.35億,,
台新高股息平衡基金(本基金並無保證收益及配息),ACTT03-BLTTS002,台幣,股票債券平衡型一般股票型,2005/06/10,RR4,無,2026/08/05,125.3947,5.04,36.69,42.52,110.62,,27.66,0.4,0.87,-,12.20億,,
原康健人壽標的＿台新高股息平衡基金(本基金並無保證收益及配息),ACTT03-CTTA0,台幣,股票債券平衡型一般股票型,2005/06/10,RR4,無,2026/08/05,125.3947,5.04,36.69,42.52,110.62,,27.66,0.4,0.87,-,12.20億,,
野村泰國基金,ACKH12-EQTIG009,台幣,跨國投資股票型單一國家,1997/06/03,RR5,無,2026/08/04,43.67,8.17,17.42,41.97,20.1,,7.57,1.32,0.36,-,8.77億,,
群益中國新機會基金-美元,ACCA43-EQUCT002,美元,跨國投資股票型全球市場,2014/03/26,RR5,無,2026/08/04,9.7038,-1.99,19.31,41.83,23.55,,41.52,0.29,2.02,-,9.07億,,
原康健人壽標的＿安聯全球油礦金趨勢證券投資信託基金,ACDD22-CATS5,台幣,跨國投資股票型全球市場,2009/12/01,RR4,無,2026/08/04,15.06,-3.15,3.15,41.81,42.88,,17.05,0.6,0.28,-,6.56億,,
安聯全球油礦金趨勢基金,ACDD22-EQTAL003,台幣,跨國投資股票型全球市場,2009/12/01,RR4,無,2026/08/04,15.06,-3.15,3.15,41.81,42.88,,17.05,0.6,0.28,-,6.56億,,
復華全球原物料基金,ACFH26-EQTFH004,台幣,跨國投資股票型全球市場,2010/03/30,RR4,無,2026/08/04,14.41,-11.6,-2.96,41.14,23.8,,40.06,0.3,2.44,-,16.15億,,
安聯AI收益成長多重資產基金-B月配型(台幣) - (配現金)(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金),ACDD145-BGTAL088,台幣,多重資產型,2024/08/28,RR3,月配,2026/08/04,13.28,8.05,22.15,41.1,-,,12.18,0.81,0.81,-,74.38億,,
原康健人壽標的＿安聯全球綠能趨勢證券投資信託基金,ACDD15-CATS4,台幣,跨國投資股票型全球市場,2006/10/11,RR4,無,2026/08/04,16.57,4.87,12.26,41.02,45.35,,11.91,0.83,1.04,-,65.71億,,
安聯AI收益成長多重資產基金-A類型(累積)-新臺幣(本基金有相當比重投資於非投資等級之高風險債券),ACDD144-BLTAL095,台幣,多重資產型,2024/08/28,RR3,無,2026/08/04,15.3,7.97,22.01,41.01,-,,12.24,0.81,0.82,-,52.52億,,
摩根龍揚證券基金,ACJF79-EQTJF003,台幣,跨國投資股票型全球市場,1997/01/29,RR5,無,2026/08/04,59.53,-2.43,13.33,40.47,52.37,,21.03,0.48,1.11,-,68.88億,,
復華奧林匹克全球優勢組合基金-新臺幣B-(配現金)(本基金有相當比重投資於持非投資等級高風險債券之基金且基金之配息來源可能為本金),ACFH2101-BCTFH023,台幣,全球組合型平衡型,2017/11/28,RR3,月配,2026/08/04,12.57,5.35,19.09,40.28,59.73,,15.74,0.63,1.24,-,1.64億,,
復華奧林匹克全球優勢組合基金-新臺幣A(本基金有相當比重投資於持有非投資等級高風險債券之基金),ACFH21-BLTFH003,台幣,全球組合型平衡型,2007/11/26,RR3,無,2026/08/04,26.97,5.31,19.07,40.25,59.77,,15.68,0.63,1.24,-,76.59億,,
富蘭克林華美中國傘型基金之中國A股基金,ACFT23-EQTFT002,台幣,跨國投資股票型區域型,2014/07/02,RR5,無,2026/08/04,11.61,5.55,12.17,40.05,36.43,,21.03,0.48,1.22,-,26.35億,,
復華東協世紀基金,ACFH32-EQTFH006,台幣,跨國投資股票型區域型,2011/10/24,RR5,無,2026/08/04,21.59,8.71,17.02,40.01,45.29,,11.07,0.87,0.58,-,4.05億,,
瀚亞非洲基金,ACCP31-EQTPC001,台幣,跨國投資股票型區域型,2008/10/08,RR5,無,2026/08/04,38.13,5.59,0.37,39.93,70.38,,14.33,0.68,0.54,-,4.98億,,
安聯四季成長組合基金-A類型-新臺幣,ACDD30-BSTAL001,台幣,全球組合型股票型,2014/08/13,RR4,無,2026/08/04,26.88,6.16,15.46,39.49,71.54,,11.51,0.83,1.02,-,61.40億,,
群益全民成長樂退組合B基金(月配型－新台幣) - (配現金)(本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),ACCA221-BGTCT013,台幣,全球組合型平衡型,2019/07/23,RR4,月配,2026/08/04,13.1126,3.53,16.09,38.58,66.17,,15.39,0.62,1.23,-,11.27億,,
群益全民成長樂退組合A基金(累積型－新台幣)(本基金有相當比重投資於持有非投資等級高風險債券之基金且配息來源可能為本金),ACCA219-BSTCT011,台幣,全球組合型平衡型,2019/07/23,RR4,無,2026/08/04,19.846,3.52,15.5,38.56,65.36,,15.38,0.62,1.23,-,13.77億,,
原康健人壽標的＿台新智慧生活基金,ACTT50-CTUS0,美元,跨國投資股票型全球市場,2017/11/27,RR4,無,2026/08/04,27.5673,1.65,25.07,38.23,112.11,,25.98,0.38,1.4,-,6.11億,,
台新智慧生活基金-美元,ACTT50-EQUTS015,美元,跨國投資股票型全球市場,2017/11/27,RR4,無,2026/08/04,27.5673,1.65,25.07,38.23,112.11,,25.98,0.38,1.4,-,6.11億,,
玉山保德信全球醫療生化基金,ACML16-EQTPD005,台幣,跨國投資股票型全球市場,2002/06/20,RR3,無,2026/08/04,59.83,13.31,8.15,38.18,37.29,,17.11,0.55,0.08,-,115.28億,,
元大全球不動產證券化基金(A類型)(基金之配息來源可能為本金),ACKY1901-EQTPL002,台幣,不動產證券化型,2006/01/19,RR4,無,2026/08/04,20.41,3.71,16.03,35.98,47.79,,11.16,0.79,0.97,-,6.56億,,
安聯全球生技趨勢基金-新臺幣,ACDD05-EQTAL006,台幣,跨國投資股票型全球市場,2002/06/21,RR4,無,2026/08/04,56.72,11.63,8.12,35.95,34.25,,20.22,0.45,-0.45,-,23.09億,,
元大全球不動產證券化基金(B)-配息型 - (配現金)(基金之配息來源可能為本金),ACKY19-ECTPL001,台幣,不動產證券化型,2005/06/02,RR4,月配,2026/08/04,11.93,3.62,16.09,35.86,47.74,,11.23,0.78,0.98,-,8.97億,,
原康健人壽標的＿安聯全球股票多元投資風格證券投資信託基金-A類型-新臺幣,ACDD17-CATS2,台幣,跨國投資股票型全球市場,2007/09/27,RR4,無,2026/08/04,22.35,9.02,14.09,35.78,42.63,,8.31,1.04,0.68,-,16.51億,,
