"標的名稱","代碼","幣別","類型","成立日期","風險收益等級","配息頻率","淨值日期","淨值","三個月(%)","六個月(%)","一年(%)","三年(%)","成立以來(%)","年化標準差","年化Sharpe","年化Beta","規模日期","基金規模","嘉實基金評等","備註"
"瀚亞歐洲基金","TFD4","台幣","跨國投資股票型區域型","2000/06/13","RR4","無","2026/06/12","18.65","5.49","4.95","6.75","42.04","86.5","9.85","0.17","0.89","2026/05/31","23.4613億","1",""
"瀚亞菁華基金","TFD7","台幣","國內股票開放型一般股票型","1996/10/01","RR4","無","2026/06/15","166.4","47.82","96.06","206.33","289.6","1564","17.03","1.99","0.53","2026/05/31","56.8212億","3.5",""
"瀚亞美國高科技基金A類型-新臺幣","TFD8","台幣","跨國投資股票型單一國家","2002/06/17","RR4","無","2026/06/12","164.55","52.46","63.55","114.31","210.35","1545.5","27.74","0.84","0.91","2026/05/31","182.4789億","5",""
"瀚亞印度基金A類型-新臺幣","TFDA","台幣","跨國投資股票型單一國家","2005/06/06","RR5","無","2026/06/12","52.98","1.57","-9.91","-3.34","29.38","429.8","14.93","-0.07","1.12","2026/05/31","118.349億","1",""
"瀚亞股債入息組合基金A-新台幣(本基金並無保證收益及配息)","TFDE","台幣","全球組合型平衡型","2005/01/31","RR3","無","2026/06/12","25.4451","12.01","16.19","31.85","55.09","154.45","7.92","0.99","0.79","2026/05/31","28.6869億","4",""
"新台幣貨幣帳戶","TFDF","台幣","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"摩根新興35基金-累積型(原名稱：摩根新興35基金)","TFDI","台幣","跨國投資股票型區域型","2006/07/25","RR5","無","2026/06/12","24.38","14.25","26.19","55.19","74.77","143.8","13.06","0.98","1.11","2026/05/31","63.4505億","3",""
"瀚亞亞太不動產證券化基金A類型","TFDJ","台幣","不動產證券化型","2006/12/26","RR5","無","2026/06/12","11.38","1.34","0.71","9.32","18.42","13.8","13.83","0.18","1.03","2026/05/31","4.5952億","2",""
"瀚亞精選傘型基金之債券精選組合基金A-新台幣","TFDN","台幣","全球組合型債券型","2006/10/04","RR2","無","2026/06/12","14.0778","-0.03","0.32","5.26","10.45","40.78","3.46","0.33","1.05","2026/05/31","11.486億","2",""
"貝萊德永續能源基金 A2 美元","TFDO","美元","新能源","2001/04/06","RR4","無","2026/06/12","25.07","12.93","19.78","46.44","46.69","150.7","15.47","0.72","0.67","2026/04/30","5086.00百萬(美元)","3",""
"M＆G全球未來趨勢基金A(歐元)","TFDQ","歐元","股票型","2000/11/17","RR4","無","2026/06/12","66.7109","4.06","8.78","18.2","31.31","547.88","6.11","0.75","0.14","2026/04/30","3343.00百萬(美元)","3",""
"摩根東協基金(美元)(累計)","TFDS","美元","股票型","1983/07/07","RR5","無","2026/06/12","183.23","1.96","3.74","9.75","27.91","N/A","10.52","0.24","0.57","2026/04/30","1144.00百萬(美元)","3.5",""
"貝萊德世界礦業基金 A2 美元","TFDV","美元","天然資源","1997/03/24","RR4","無","2026/06/12","109.65","0.15","16.71","69.27","75.98","998.7","20.03","0.78","0.14","2026/04/30","7469.00百萬(美元)","4.5",""
"瀚亞投資-亞洲債券基金 A(美元)(本基金有相當比重投資於非投資等級之高風險債券)","TFDW","美元","債券型","2005/03/01","RR3","無","2026/06/12","20.076","0.27","0.99","5.74","18.53","100.76","2.36","0.54","0.83","2026/04/30","2420.00百萬(美元)","4",""
"瀚亞亞太基礎建設基金","TFDX","台幣","跨國投資股票型區域型","2007/05/23","RR4","無","2026/06/12","13.63","-5.22","-1.59","12.27","24.82","36.3","10.44","0.3","0.35","2026/05/31","3.9964億","1",""
"瀚亞亞太高股息基金A-新台幣(本基金並無保證收益及配息)","TFDY","台幣","跨國投資股票型區域型","2006/04/10","RR5","無","2026/06/12","27.03","16.61","31.15","60.7","96.01","170.3","12.7","1.09","0.74","2026/05/31","11.7365億","3",""
"富蘭克林坦伯頓全球投資系列-亞洲成長基金美元A (acc)股","TFEG","美元","股票型","2001/05/14","RR5","無","2026/06/12","63.26","27.03","38.09","55.93","82.94","N/A","18.56","0.71","0.99","2026/04/30","2163.00百萬(美元)","3.5",""
"瀚亞投資-印尼股票基金 A(美元)","TFEO","美元","股票型","2007/07/02","RR5","無","2026/06/12","8.932","-19.75","-26.04","-26.32","-41.34","-10.68","18.47","-0.46","0.62","2026/04/30","82.00百萬(美元)","1.5",""
"M＆G全球未來趨勢基金A(美元)","TFEP","美元","股票型","2007/03/09","RR4","無","2026/06/12","27.3809","4.22","7.36","17.98","41.08","173.81","6.61","0.68","0.41","2026/04/30","3343.00百萬(美元)","3",""
"瀚亞投資-印度股票基金 A(美元)","TFEQ","美元","股票型","2005/10/17","RR5","無","2026/06/12","18.957","-3.51","-14.38","-14.94","11.54","N/A","12.36","-0.39","1.02","2026/04/30","297.00百萬(美元)","3",""
"貝萊德歐洲特別時機基金 A2 美元","TFES","美元","股票型","2002/10/14","RR4","無","2026/06/12","74.52","7.75","6.59","-0.35","16.36","645.2","14.87","-0.01","1.22","2026/04/30","657.00百萬(歐元)","1",""
"貝萊德中國基金 A2 美元","TFET","美元","股票型","2008/06/24","RR5","無","2026/06/12","20.6","0.64","-0.24","9.28","31.46","106","15.81","0.16","1.15","2026/04/30","1113.00百萬(美元)","3.5",""
"富蘭克林坦伯頓全球投資系列-大中華基金美元A (acc)股","TFEW","美元","股票型","1994/09/01","RR5","無","2026/06/12","24.35","-4.4","-5.84","5.05","15.08","143.5","16.01","0.09","1.03","2026/04/30","306.00百萬(美元)","1.5",""
"富蘭克林坦伯頓全球投資系列-亞洲小型企業基金美元A (acc)股","TFEY","美元","中小型股","2008/10/14","RR4","無","2026/06/12","75.16","10.56","11.13","9.39","39.94","651.6","10.46","0.23","0.56","2026/04/30","723.00百萬(美元)","2",""
"富蘭克林華美中華基金","TFEZ","台幣","跨國投資股票型區域型","2009/03/24","RR5","無","2026/06/12","18.39","12.48","18.04","40.27","51.11","83.9","18.48","0.54","0.87","2026/05/31","4.9116億","1.5",""
"富蘭克林坦伯頓全球投資系列-新興國家基金美元A (acc)股","TFFA","美元","股票型","2001/05/14","RR5","無","2026/06/12","88.38","24.2","36.12","62.11","108.94","663.21","17.37","0.82","1.29","2026/04/30","2047.00百萬(美元)","5",""
"貝萊德亞洲老虎債券基金 A2 美元(基金有相當比重投資於非投資等級之高風險債券)","TFFV","美元","債券型","1996/02/02","RR3","無","2026/06/12","45","0.04","1.12","6.86","21.26","N/A","2.79","0.56","1.02","2026/04/30","2153.00百萬(美元)","4",""
"富蘭克林華美全球債券組合基金-累計型(本基金之配息來源可能為本金)","TFFX","台幣","全球組合型債券型","2005/06/29","RR3","無","2026/06/12","13.9183","0.78","2.16","10.14","19.2","39.18","3.63","0.68","1.09","2026/05/31","8.3122億","3",""
"摩根基金－美國複合收益債券基金 - JPM 美國複合收益債券(美元)－ A股(累計)","TFFY","美元","債券型","2005/03/31","RR2","無","2026/06/12","18.44","-0.27","0.27","3.83","10.95","84.4","2.37","0.31","0.84","2026/04/30","4672.00百萬(美元)","3",""
"摩根基金－環球企業債券基金 -JPM環球企業債券(美元)- A股(累計)","TFGA","美元","債券型","2009/02/27","RR2","無","2026/06/12","20.69","0.78","0.83","4.28","17.69","106.9","2.57","0.34","0.8","2026/04/30","6174.00百萬(美元)","4",""
"瀚亞投資-優質公司債基金 A(美元)","TFGC","美元","公司債券","2007/11/30","RR2","無","2026/06/12","14.957","0.38","0.48","4.21","13.57","N/A","2.6","0.33","0.88","2026/04/30","2848.00百萬(美元)","2.5",""
"聯博-美國收益基金 A2股美元(本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金)","TFGI","美元","債券型","1998/10/26","RR3","無","2026/06/12","33.8","0.81","0.66","4.16","17.12","279.78","2.76","0.3","0.73","2026/04/30","21661.00百萬(美元)","3.5",""
"元大多福基金","TFGO","台幣","國內股票開放型一般股票型","1994/03/16","RR4","無","2026/06/15","351.35","51.42","107.15","235.93","292.66","3413.5","19.83","1.86","0.59","2026/05/31","113.3576億","4.5",""
"元大亞太成長基金","TFGP","台幣","跨國投資股票型區域型","2006/01/24","RR5","無","2026/06/12","12.39","13.77","37.82","69.03","82.21","23.9","19.23","0.81","1.19","2026/05/31","11.1036億","3",""
"野村中小基金-累積類型","TFGQ","台幣","國內股票開放型中小型","2001/04/11","RR5","無","2026/06/15","594.72","55.59","111.11","236.48","337.81","5847.2","21.27","1.74","0.72","2026/05/31","264.5225億","3.5",""
"野村優質基金-累積類型新臺幣計價","TFGR","台幣","國內股票開放型一般股票型","1999/04/21","RR4","無","2026/06/15","456.81","58.71","101.3","210.16","308.3","4468.1","25.72","1.35","0.78","2026/05/31","577.4638億","3.5",""
"貝萊德世界金融基金 A2 美元","TFGV","美元","金融股","2000/03/03","RR4","無","2026/06/12","76.85","14.19","0.41","24.98","120.07","677.83","19.89","0.34","1.63","2026/04/30","2563.00百萬(美元)","4.5",""
"貝萊德世界健康科學基金 A2 美元","TFGW","美元","健康護理股","2001/04/06","RR3","無","2026/06/12","73","0.19","-1.19","9.35","15.73","N/A","11.1","0.22","0.99","2026/04/30","12298.00百萬(美元)","3",""
"貝萊德全球股票收益基金 A2 美元","TFGX","美元","股票型","2010/11/12","RR3","無","2026/06/12","30.12","7.3","6.32","17.89","43.36","200.9","8.01","0.56","0.71","2026/04/30","1080.00百萬(美元)","3",""
"貝萊德美國價值型基金 A2 美元","TFGY","美元","股票型","1997/01/08","RR4","無","2026/06/12","169.35","9.97","9.6","22.8","52.31","641.46","8.44","0.68","0.39","2026/04/30","930.00百萬(美元)","3.5",""
"貝萊德美國靈活股票基金 A2 美元","TFGZ","美元","股票型","2002/10/31","RR4","無","2026/06/12","100.99","15.89","15.09","38.48","84.49","902.88","14.33","0.66","1.28","2026/04/30","2354.00百萬(美元)","5",""
"貝萊德歐洲基金 A2 歐元","TFHB","歐元","股票型","1993/11/30","RR4","無","2026/06/12","209.5","8.1","7.66","7.59","20.79","N/A","11.45","0.17","0.9","2026/04/30","1141.00百萬(歐元)","1",""
"貝萊德歐洲價值型基金 A2 歐元","TFHC","歐元","股票型","1997/01/08","RR4","無","2026/06/12","132.21","5.22","6.29","14.48","51.34","N/A","11.76","0.32","1.05","2026/04/30","1551.00百萬(歐元)","3.5",""
"貝萊德環球動力股票基金A2美元(本基金非屬環境、社會及治理相關主題基金)","TFHD","美元","股票型","2006/02/28","RR3","無","2026/06/12","44","11.17","6.23","20.71","54.98","340","10.89","0.49","1.09","2026/04/30","458.00百萬(美元)","3.5",""
"施羅德環球基金系列 - 新興歐洲 (歐元)A1-累積","TFHF","歐元","股票型","2003/07/14","RR5","無","2026/06/12","31.517","13.61","19.96","35.41","103.47","318","17.35","0.51","0.73","2026/04/30","1576.00百萬(歐元)","3",""
"凱基新興市場中小基金-台幣計價A","TFHG","台幣","跨國投資股票型區域型","2011/08/05","RR5","無","2026/06/12","46.15","23.1","53.42","102.06","146.53","361.5","20.47","1.03","1.15","2026/05/31","4.116億","4",""
"普徠仕（盧森堡）系列基金－普徠仕美國大型成長股票基金A級別(美元)","TFHH","美元","股票型","2003/11/13","RR4","無","2026/06/12","111.36","8.93","-0.95","12.22","76.4","1013.6","13.92","0.23","1.07","2026/04/30","2556.00百萬(美元)","3",""
"普徠仕（盧森堡）系列基金－普徠仕美國小型公司股票基金A級別(美元)","TFHI","美元","股票型","2001/07/31","RR4","無","2026/06/12","95.02","8.3","7.04","19.3","36.96","850.2","13.51","0.37","0.3","2026/04/30","3489.00百萬(美元)","2.5",""
"宏利亞太中小企業基金(新臺幣)","TFHM","台幣","跨國投資股票型區域型","2010/04/08","RR5","無","2026/06/12","20.89","4.76","6.2","21.52","23.46","108.9","13.74","0.41","0.57","2026/05/31","2.7774億","1",""
"澳幣貨幣帳戶","TFHN","澳幣","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"摩根泰國基金","TFHO","美元","股票型","1989/08/08","RR5","無","2026/06/12","217.61","5.74","22.37","41.26","22.74","N/A","23.44","0.45","1.04","2026/04/30","185.00百萬(美元)","3",""
"聯博-全球不動產證券基金 A股美元(基金之配息來源可能為本金)","TFHR","美元","REIT","1997/02/28","RR4","","2026/06/12","31.06","3.43","8.83","10.34","27.56","254.46","10.79","0.25","1.05","2026/04/30","38.00百萬(美元)","2.5",""
"聯博-短期債券基金 A2股美元(基金之配息來源可能為本金)","TFHU","美元","債券型","1999/05/12","RR2","無","2026/06/12","20.12","0.8","1.11","2.86","12.21","N/A","0.94","0.5","0.22","2026/04/30","407.00百萬(美元)","3",""
"聯博-全球價值型基金A股美元 (基金之配息來源可能為本金)","TFHV","美元","股票型","2001/04/24","RR3","無","2026/06/12","33.46","6.36","10.61","29.89","65.48","234.6","10.2","0.73","0.84","2026/04/30","719.00百萬(美元)","5",""
"聯博-亞洲股票基金A股美元(基金之配息來源可能為本金)","TFHY","美元","股票型","2009/11/30","RR5","無","2026/06/12","44.5","16.1","34.6","64.69","102","196.67","16.35","0.9","1.02","2026/04/30","433.00百萬(美元)","4.5",""
"聯博-美國成長基金 A股美元(基金之配息來源可能為本金)","TFIA","美元","股票型","1997/01/06","RR4","無","2026/06/12","254.39","8.27","2.28","9.75","59.21","1250.27","12.45","0.2","1.07","2026/04/30","9142.00百萬(美元)","2.5",""
"聯博-國際科技基金 A股美元","TFIC","美元","資訊科技股","1995/10/02","RR4","無","2026/06/12","1643.49","40.21","40.48","76.84","167.78","2573.65","21.59","0.79","0.93","2026/04/30","2800.00百萬(美元)","4.5",""
"聯博-國際醫療基金 A股美元(基金之配息來源可能為本金)","TFID","美元","健康護理股","1995/07/05","RR3","無","2026/06/12","578.38","0.59","-1.54","6.55","11.51","827.63","12.13","0.14","1.08","2026/04/30","3973.00百萬(美元)","1.5",""
"聯博-新興市場價值基金A股美元","TFIG","美元","股票型","2010/02/26","RR5","無","2026/06/12","93.75","19.49","34.47","54.73","89.13","113.21","16.27","0.79","1.22","2026/04/30","397.00百萬(美元)","3.5",""
"聯博-歐洲股票基金A級別歐元(基金之配息來源可能為本金)","TFIK","歐元","股票型","2001/05/29","RR4","無","2026/06/12","27.85","5.45","12.16","19.27","41.44","178.5","9.13","0.53","0.81","2026/04/30","214.00百萬(歐元)","3",""
"貝萊德日本特別時機基金 A2 美元","TFIM","美元","股票型","1987/05/13","RR4","無","2026/06/12","108.6","6.13","13.25","28.66","72.57","N/A","20.16","0.37","0.82","2026/04/30","61284.00百萬(日圓)","2.5",""
"貝萊德世界科技基金 A2 美元","TFIR","美元","資訊科技股","1995/03/03","RR4","無","2026/06/12","149.83","37.76","32.69","53.81","138.73","1392.33","24.39","0.53","0.96","2026/04/30","16290.00百萬(美元)","3",""
"貝萊德世界能源基金 A2 美元","TFIS","美元","能源","2001/04/06","RR5","無","2026/06/12","34.21","1.82","28.37","35.49","55.5","242.1","17.61","0.51","0.89","2026/04/30","2692.00百萬(美元)","3",""
"貝萊德世界債券基金 A2 美元(本基金非屬環境、社會及治理相關主題基金)","TFIT","美元","債券型","1985/09/04","RR2","無","2026/06/12","84.9","0.4","0.68","2.91","12.52","N/A","2.34","0.21","0.74","2026/04/30","941.00百萬(美元)","3",""
"貝萊德全球通膨連結債券基金 A2 美元","TFIU","美元","固定收益","2009/06/19","RR2","無","2026/06/12","17.38","0.17","1.58","3.7","9.79","73.45","1.53","0.46","0.47","2026/04/30","138.00百萬(美元)","2",""
"貝萊德印度基金 A2 美元","TFIV","美元","股票型","2006/04/28","RR5","無","2026/06/12","48.55","0.25","-9.51","-10.64","5.06","165.88","12.32","-0.27","1.02","2026/04/30","360.00百萬(美元)","3",""
"貝萊德ESG社會責任多元資產基金Hedged A2 美元","TFIW","美元","平衡型","2010/04/16","RR3","無","2026/06/12","65.73","6.46","8.13","19.4","33.16","152.81","5.3","0.91","0.51","2026/04/30","2881.00百萬(歐元)","3","ESG基金"
"貝萊德亞洲巨龍基金 A2 美元","TFIX","美元","股票型","1997/01/02","RR5","無","2026/06/12","73.8","17.11","23.97","44.9","62.56","N/A","18.1","0.6","1","2026/04/30","846.00百萬(美元)","2.5",""
"貝萊德美元優質債券基金 A2 美元","TFIY","美元","債券型","1989/04/07","RR2","無","2026/06/12","35.25","-0.09","0.54","4.35","11.09","N/A","2.45","0.36","0.9","2026/04/30","530.00百萬(美元)","3",""
"貝萊德英國基金 A2 美元","TFJA","美元","股票型","1985/12/31","RR4","無","2026/06/12","204.5","1.95","2.42","2.58","35.82","N/A","8.21","0.06","0.6","2026/04/30","142.00百萬(英鎊)","2.5",""
"貝萊德歐洲基金 A2 美元","TFJD","美元","股票型","1993/11/30","RR4","無","2026/06/12","242.38","8.57","6.07","7.47","29.96","N/A","12.75","0.15","1.15","2026/04/30","1141.00百萬(歐元)","2",""
"貝萊德歐洲價值型基金 A2 美元","TFJE","美元","股票型","1997/01/08","RR4","無","2026/06/12","152.96","5.68","4.72","14.35","62.83","683.21","14.51","0.26","1.3","2026/04/30","1551.00百萬(歐元)","4",""
"貝萊德環球企業債券基金 A2 美元","TFJF","美元","公司債券","2007/10/19","RR2","無","2026/06/12","16.29","0.74","1.05","4.36","17.36","62.9","2.37","0.37","0.74","2026/04/30","1467.00百萬(美元)","3",""
"貝萊德環球政府債券基金 A2 美元","TFJH","美元","市政債券","1987/05/14","RR2","無","2026/06/12","30.73","0.26","0.13","1.96","9.2","N/A","2.34","0.09","1.05","2026/04/30","813.00百萬(美元)","3.5",""
"貝萊德環球前瞻股票基金 A2 美元","TFJI","美元","股票型","1996/02/29","RR3","無","2026/06/12","106.67","3.9","-2.81","4.56","25.39","N/A","8.88","0.12","0.85","2026/04/30","586.00百萬(美元)","1.5",""
"日圓貨幣帳戶","TFJK","日圓","貨幣帳戶","-","RR1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"摩根南韓基金","TFJL","美元","股票型","1991/12/11","RR5","無","2026/06/12","191.18","41.77","79.06","137.61","167.16","N/A","31.09","0.86","0.84","2026/04/30","520.00百萬(美元)","1",""
"高盛基金Ⅲ-高盛大中華股票基金X股美元(原名稱：NN(L)大中華股票基金X股美元)","TFJN","美元","股票型","1999/10/04","RR5","無","2026/06/12","1890.88","12.66","19.33","52.19","93.85","278.18","22.63","0.56","1.42","2026/04/30","299.00百萬(美元)","4.5",""
"高盛基金Ⅲ-高盛日本股票基金X股美元(原名稱：NN(L)日本股票基金X股美元)","TFJO","美元","股票型","2011/02/28","RR4","無","2026/06/12","218.76","8.25","10.45","21.07","45.37","116.77","17.74","0.32","0.88","2026/04/30","280.00百萬(美元)","1.5",""
"高盛基金Ⅲ-高盛環球社會影響力基金X股美元(原名稱：高盛永續智慧經濟基金X股美元)","TFJP","美元","資訊科技股","1998/01/26","RR4","無","2026/06/12","1876.02","0.62","-8.55","-15.09","2.36","275.2","8.26","-0.6","0.19","2026/04/30","856.00百萬(美元)","1",""
"高盛基金Ⅲ-高盛美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)美國高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息))","TFJQ","美元","股票型","2005/03/31","RR4","無","2026/06/12","1055.73","10.43","6.6","14.46","48.96","322.29","8.54","0.43","0.6","2026/04/30","346.00百萬(美元)","2.5",""
"高盛基金Ⅲ-高盛環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息)(原名稱：NN(L)環球高股息基金X股美元(本基金之配息來源可能為本金且並無保證收益及配息))","TFJW","美元","股票型","2006/04/17","RR3","無","2026/06/12","887.22","8.47","9.66","16.75","49.6","151.97","8.65","0.49","0.64","2026/04/30","824.00百萬(美元)","3",""
"野村中國機會基金","TFJY","台幣","跨國投資股票型區域型","2009/04/22","RR5","無","2026/06/12","22.21","36.76","47.77","80.42","76.41","122.1","22.71","0.78","0.8","2026/05/31","19.2153億","3",""
"野村巴西基金","TFJZ","台幣","跨國投資股票型單一國家","2010/04/01","RR5","無","2026/06/12","7.54","-3.33","11.05","36.84","28.67","-24.6","32.51","0.31","1.26","2026/05/31","6.7884億","2.5",""
"野村台灣高股息基金(本基金之配息來源可能為本金且並無保證收益及配息)","TFKA","台幣","國內股票開放型價值型","2005/03/18","RR4","無","2026/06/15","136.09","42.88","60.52","95.17","199.49","1260.9","16.47","1.2","0.89","2026/05/31","31.351億","",""
"野村平衡基金","TFKB","台幣","股票債券平衡型一般股票型","2000/02/22","RR4","無","2026/06/15","135.86","35.59","67.38","132.32","211.75","1258.6","16.6","1.52","0.41","2026/05/31","41.0985億","4",""
"野村全球生技醫療基金","TFKC","台幣","跨國投資股票型全球市場","2007/01/18","RR4","無","2026/06/12","25.07","-0.79","-1.03","12.42","8.95","150.7","10.53","0.3","0.25","2026/05/31","13.3631億","1.5",""
"野村全球品牌基金","TFKD","台幣","跨國投資股票型全球市場","2002/06/21","RR4","無","2026/06/12","64.16","20.22","22.09","35.13","56.15","541.6","16.66","0.53","1.57","2026/05/31","37.31億","2.5",""
"野村全球高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息)","TFKE","台幣","跨國投資股票型全球市場","2003/05/19","RR3","無","2026/06/12","42.44","18.35","26.95","48.34","100.09","324.4","14.27","0.8","1.16","2026/05/31","20.5106億","3.5",""
"野村亞太高股息基金累積型新臺幣計價(本基金之配息來源可能為本金且並無保證收益及配息)","TFKF","台幣","跨國投資股票型區域型","2006/05/09","RR5","無","2026/06/12","26.73","22.05","46.79","97.27","95.82","167.3","22.24","0.92","1.16","2026/05/31","20.1516億","3",""
"野村泰國基金","TFKH","台幣","跨國投資股票型單一國家","1997/06/03","RR5","無","2026/06/12","41.97","3.04","23.26","46.75","18.26","319.28","18.19","0.62","0.77","2026/05/31","9.1264億","3",""
"貝萊德日本靈活股票基金 A2 美元","TFKK","美元","股票型","2005/02/28","RR4","無","2026/06/12","25.17","5.98","7.93","20.78","53.29","151.7","20.89","0.27","1","2026/04/30","198591.00百萬(日圓)","1.5",""
"貝萊德智慧數據環球小型企業基金A2美元(本基金非屬環境、社會及治理相關主題基金)","TFKM","美元","中小型股","1994/11/04","RR4","無","2026/06/12","220.83","13.29","15.31","31.11","66","2108.3","11.93","0.65","0.95","2026/04/30","610.00百萬(美元)","4",""
"施羅德環球基金系列 - 中國優勢 (美元)A1-累積","TFKO","美元","股票型","2006/02/17","RR5","無","2026/06/12","362.5896","-7.63","-9.79","4.02","9.31","262.59","19.11","0.07","1.25","2026/04/30","1033.00百萬(美元)","2",""
"施羅德環球基金系列 - 日本小型公司 (美元)A1-累積","TFKP","美元","中小型股","2006/04/24","RR4","無","2026/06/12","1.4532","2.16","10.35","19.68","25.94","63.28","18.02","0.29","0.6","2026/04/30","13055.00百萬(日圓)","3",""
"施羅德環球基金系列 - 日本股票 (美元避險)A1-累積","TFKQ","美元","股票型","2013/04/17","RR4","無","2026/06/12","354.5983","7.09","14.39","40.2","75.07","254.6","15.52","0.63","0.72","2026/04/30","96915.00百萬(日圓)","3",""
"施羅德環球基金系列 - 日本優勢 (美元避險)A1-累積","TFKR","美元","股票型","2013/06/26","RR4","無","2026/06/12","51.8684","11.1","21.7","55.53","108.71","418.68","14.59","0.89","0.55","2026/04/30","70729.00百萬(日圓)","4",""
"施羅德環球基金系列-印度股票 (美元)A1-累積","TFKS","美元","股票型","2006/11/10","RR5","無","2026/06/12","277.474","-2.11","-10.58","-13.27","16.35","177.47","11.6","-0.37","0.96","2026/04/30","322.00百萬(美元)","2",""
"施羅德環球基金系列 - 拉丁美洲 (美元)A1-累積","TFKV","美元","股票型","2002/05/31","RR5","無","2026/06/12","54.3494","-0.32","8.01","27.21","28.53","466.14","24.83","0.3","0.99","2026/04/30","542.00百萬(美元)","3",""
"施羅德環球基金系列 - 美國大型股 (美元)A1-累積","TFKW","美元","股票型","2002/01/11","RR4","無","2026/06/12","350.3019","7.37","1.69","11.89","66.45","400.79","8.33","0.36","0.67","2026/04/30","9929.00百萬(美元)","3",""
"施羅德環球基金系列 - 美國中小型股票 (美元)A1-累積","TFKX","美元","中小型股","2004/12/10","RR4","無","2026/06/12","529.2198","14.77","14.59","30.82","41.42","429.22","16.04","0.49","0.88","2026/04/30","922.00百萬(美元)","3",""
"施羅德環球基金系列 - 香港股票 (美元)A1-累積","TFKY","美元","股票型","2010/11/17","RR4","無","2026/06/12","52.2818","-4.93","-8.08","7.23","8.38","47.98","17.22","0.12","1.37","2026/04/30","6746.00百萬(港幣)","1.5",""
"施羅德環球基金系列 - 策略債券 (美元)A1-累積(本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金)","TFKZ","美元","債券型","2004/09/30","RR3","無","2026/06/12","156.5431","0.68","0.86","4.61","20.36","56.54","2.14","0.45","0.56","2026/04/30","576.00百萬(美元)","4",""
"施羅德環球基金系列 - 新興市場 (美元)A1-累積(基金之配息來源可能為本金)","TFLB","美元","股票型","2002/01/11","RR5","無","2026/06/12","26.8228","18.53","28.2","57.41","87.9","611.48","16.82","0.79","1.48","2026/04/30","7530.00百萬(美元)","3.5",""
"施羅德環球基金系列 - 新興亞洲 (美元)A1-累積","TFLD","美元","股票型","2004/01/09","RR5","無","2026/06/12","74.3172","17.37","25.05","48.61","73.6","634.36","18.32","0.64","1.14","2026/04/30","6686.00百萬(美元)","2.5",""
"施羅德環球基金系列 - 新興歐洲 (美元)A1-累積","TFLE","美元","股票型","2006/04/24","RR5","無","2026/06/12","36.3013","13.97","18.29","34.84","118.54","28","20.37","0.44","1","2026/04/30","1576.00百萬(歐元)","3",""
"施羅德環球基金系列 - 歐洲小型公司 (美元)A1-累積","TFLF","美元","中小型股","2006/04/24","RR4","無","2026/06/12","46.8732","8.95","6.56","3.34","22.32","60.97","13.92","0.06","0.86","2026/04/30","52.00百萬(歐元)","2",""
"施羅德環球基金系列 - 環球收益股票 (美元)A1-累積(基金之配息來源可能為本金)","TFLI","美元","股票型","2005/07/29","RR3","無","2026/06/12","308.5672","7.17","11.94","24.15","47.07","208.57","11.66","0.53","0.61","2026/04/30","268.00百萬(美元)","4",""
"施羅德環球基金系列 - 環球能源 (美元)A1-累積","TFLJ","美元","能源","2006/06/30","RR5","無","2026/06/12","26.6417","6.67","35.08","51.69","74.66","-4.72","17.84","0.69","0.88","2026/04/30","1160.00百萬(美元)","4.5",""
"摩根大歐洲基金-累積型(原名稱：摩根大歐洲基金)","TFLN","台幣","跨國投資股票型區域型","1998/06/01","RR4","無","2026/06/12","32.7","5.01","9.92","20.98","61","227","10.28","0.52","0.91","2026/05/31","57.7389億","2",""
"摩根太平洋證券基金","TFLO","美元","股票型","1978/05/26","RR5","無","2026/06/12","725.74","13.9","20.2","36.36","58.1","N/A","16.3","0.56","1.09","2026/04/30","776.00百萬(美元)","1.5",""
"摩根平衡基金","TFLP","台幣","股票債券平衡型價值型股票型","2000/09/28","RR4","無","2026/06/12","108.94","34.46","56.28","95.86","160.5","989.4","16.77","1.19","0.82","2026/05/31","70.8388億","",""
"摩根亞洲增長基金","TFLQ","美元","股票型","2007/05/14","RR5","無","2026/06/12","30.44","20.7","30.87","55.31","73.45","204.4","16.25","0.8","0.98","2026/04/30","700.00百萬(美元)","3",""
"摩根亞洲基金-一般型(原名稱：摩根亞洲基金)","TFLS","台幣","跨國投資股票型區域型","1995/10/18","RR5","無","2026/06/12","109.64","20.02","33.28","65.92","76.02","996.4","15.52","0.96","0.9","2026/05/31","55.972億","3",""
"摩根亞洲小型企業基金","TFLT","美元","中小型股","1991/12/02","RR5","無","2026/06/12","459.11","7.38","21.88","35.9","65.23","N/A","14.52","0.61","0.83","2026/04/30","201.00百萬(美元)","3.5",""
